business_date,line_name,day_of_week,day_type,financial_year,total_boardings
2023-12-19,Alamein,Tuesday,Normal Weekday,2023-24,11660
2023-12-20,Alamein,Wednesday,Normal Weekday,2023-24,11930
2023-12-21,Alamein,Thursday,School Holiday,2023-24,11880
2023-12-22,Alamein,Friday,School Holiday,2023-24,8370
2023-12-23,Alamein,Saturday,Saturday,2023-24,1210
2023-12-24,Alamein,Sunday,Sunday,2023-24,550
2023-12-25,Alamein,Monday,Public Holiday,2023-24,0
2023-12-26,Alamein,Tuesday,Public Holiday,2023-24,820
2023-12-27,Alamein,Wednesday,School Holiday,2023-24,4840
2023-12-28,Alamein,Thursday,School Holiday,2023-24,4670
2023-12-29,Alamein,Friday,School Holiday,2023-24,4460
2023-12-30,Alamein,Saturday,Saturday,2023-24,740
2023-12-31,Alamein,Sunday,Sunday,2023-24,720
2024-01-01,Alamein,Monday,Public Holiday,2023-24,320
2024-01-02,Alamein,Tuesday,School Holiday,2023-24,4650
2024-01-03,Alamein,Wednesday,School Holiday,2023-24,5020
2024-01-04,Alamein,Thursday,School Holiday,2023-24,5820
2024-01-05,Alamein,Friday,School Holiday,2023-24,5250
2024-01-06,Alamein,Saturday,Saturday,2023-24,760
2024-01-07,Alamein,Sunday,Sunday,2023-24,470
2024-01-08,Alamein,Monday,School Holiday,2023-24,7690
2024-01-09,Alamein,Tuesday,School Holiday,2023-24,10720
2024-01-10,Alamein,Wednesday,School Holiday,2023-24,10830
2024-01-11,Alamein,Thursday,School Holiday,2023-24,10370
2024-01-12,Alamein,Friday,School Holiday,2023-24,7790
2024-01-13,Alamein,Saturday,Saturday,2023-24,1050
2024-01-14,Alamein,Sunday,Sunday,2023-24,1070
2024-01-15,Alamein,Monday,School Holiday,2023-24,10830
2024-01-16,Alamein,Tuesday,School Holiday,2023-24,12760
2024-01-17,Alamein,Wednesday,School Holiday,2023-24,12050
2024-01-18,Alamein,Thursday,School Holiday,2023-24,12930
2024-01-19,Alamein,Friday,School Holiday,2023-24,10140
2024-01-20,Alamein,Saturday,Saturday,2023-24,1230
2024-01-21,Alamein,Sunday,Sunday,2023-24,1150
2024-01-22,Alamein,Monday,School Holiday,2023-24,11320
2024-01-23,Alamein,Tuesday,School Holiday,2023-24,13250
2024-01-24,Alamein,Wednesday,School Holiday,2023-24,13020
2024-01-25,Alamein,Thursday,School Holiday,2023-24,11370
2024-01-26,Alamein,Friday,Public Holiday,2023-24,1100
2024-01-27,Alamein,Saturday,Saturday,2023-24,1160
2024-01-28,Alamein,Sunday,Sunday,2023-24,850
2024-01-29,Alamein,Monday,School Holiday,2023-24,10880
2024-01-30,Alamein,Tuesday,Normal Weekday,2023-24,14030
2024-01-31,Alamein,Wednesday,Normal Weekday,2023-24,14910
2024-02-01,Alamein,Thursday,Normal Weekday,2023-24,14660
2024-02-02,Alamein,Friday,Normal Weekday,2023-24,11440
2024-02-03,Alamein,Saturday,Saturday,2023-24,990
2024-02-04,Alamein,Sunday,Sunday,2023-24,460
2024-02-05,Alamein,Monday,Normal Weekday,2023-24,13610
2024-02-06,Alamein,Tuesday,Normal Weekday,2023-24,16850
2024-02-07,Alamein,Wednesday,Normal Weekday,2023-24,16070
2024-02-08,Alamein,Thursday,Normal Weekday,2023-24,16570
2024-02-09,Alamein,Friday,Normal Weekday,2023-24,12300
2024-02-10,Alamein,Saturday,Saturday,2023-24,1110
2024-02-11,Alamein,Sunday,Sunday,2023-24,890
2024-02-12,Alamein,Monday,Normal Weekday,2023-24,12700
2024-02-13,Alamein,Tuesday,Normal Weekday,2023-24,13810
2024-02-14,Alamein,Wednesday,Normal Weekday,2023-24,15760
2024-02-15,Alamein,Thursday,Normal Weekday,2023-24,17090
2024-02-16,Alamein,Friday,Normal Weekday,2023-24,15080
2024-02-17,Alamein,Saturday,Saturday,2023-24,1770
2024-02-18,Alamein,Sunday,Sunday,2023-24,1230
2024-02-19,Alamein,Monday,Normal Weekday,2023-24,15230
2024-02-20,Alamein,Tuesday,Normal Weekday,2023-24,18450
2024-02-21,Alamein,Wednesday,Normal Weekday,2023-24,17580
2024-02-22,Alamein,Thursday,Normal Weekday,2023-24,16190
2024-02-23,Alamein,Friday,Normal Weekday,2023-24,14840
2024-02-24,Alamein,Saturday,Saturday,2023-24,1120
2024-02-25,Alamein,Sunday,Sunday,2023-24,920
2024-02-26,Alamein,Monday,Normal Weekday,2023-24,17210
2024-02-27,Alamein,Tuesday,Normal Weekday,2023-24,19790
2024-02-28,Alamein,Wednesday,Normal Weekday,2023-24,19590
2024-02-29,Alamein,Thursday,Normal Weekday,2023-24,18570
2024-03-01,Alamein,Friday,Normal Weekday,2023-24,14420
2024-03-02,Alamein,Saturday,Saturday,2023-24,1100
2024-03-03,Alamein,Sunday,Sunday,2023-24,840
2024-03-04,Alamein,Monday,Normal Weekday,2023-24,16730
2024-03-05,Alamein,Tuesday,Normal Weekday,2023-24,20000
2024-03-06,Alamein,Wednesday,Normal Weekday,2023-24,19940
2024-03-07,Alamein,Thursday,Normal Weekday,2023-24,20050
2024-03-08,Alamein,Friday,Normal Weekday,2023-24,14630
2024-03-09,Alamein,Saturday,Saturday,2023-24,610
2024-03-10,Alamein,Sunday,Sunday,2023-24,620
2024-03-11,Alamein,Monday,Public Holiday,2023-24,690
2024-03-12,Alamein,Tuesday,Normal Weekday,2023-24,19470
2024-03-13,Alamein,Wednesday,Normal Weekday,2023-24,19490
2024-03-14,Alamein,Thursday,Normal Weekday,2023-24,21020
2024-03-15,Alamein,Friday,Normal Weekday,2023-24,16650
2024-03-16,Alamein,Saturday,Saturday,2023-24,1730
2024-03-17,Alamein,Sunday,Sunday,2023-24,1190
2024-03-18,Alamein,Monday,Normal Weekday,2023-24,16090
2024-03-19,Alamein,Tuesday,Normal Weekday,2023-24,20110
2024-03-20,Alamein,Wednesday,Normal Weekday,2023-24,18130
2024-03-21,Alamein,Thursday,Normal Weekday,2023-24,20800
2024-03-22,Alamein,Friday,Normal Weekday,2023-24,15620
2024-03-23,Alamein,Saturday,Saturday,2023-24,1740
2024-03-24,Alamein,Sunday,Sunday,2023-24,1060
2024-03-25,Alamein,Monday,Normal Weekday,2023-24,15480
2024-03-26,Alamein,Tuesday,Normal Weekday,2023-24,18780
2024-03-27,Alamein,Wednesday,Normal Weekday,2023-24,17360
2024-03-28,Alamein,Thursday,Normal Weekday,2023-24,15010
2024-03-29,Alamein,Friday,Public Holiday,2023-24,580
2024-03-30,Alamein,Saturday,Public Holiday,2023-24,820
2024-03-31,Alamein,Sunday,Public Holiday,2023-24,760
2024-04-01,Alamein,Monday,Public Holiday,2023-24,800
2024-04-02,Alamein,Tuesday,School Holiday,2023-24,10660
2024-04-03,Alamein,Wednesday,School Holiday,2023-24,12500
2024-04-04,Alamein,Thursday,School Holiday,2023-24,13270
2024-04-05,Alamein,Friday,School Holiday,2023-24,11050
2024-04-06,Alamein,Saturday,Saturday,2023-24,1180
2024-04-07,Alamein,Sunday,Sunday,2023-24,530
2024-04-08,Alamein,Monday,School Holiday,2023-24,13890
2024-04-09,Alamein,Tuesday,School Holiday,2023-24,15550
2024-04-10,Alamein,Wednesday,School Holiday,2023-24,15700
2024-04-11,Alamein,Thursday,School Holiday,2023-24,16350
2024-04-12,Alamein,Friday,School Holiday,2023-24,13120
2024-04-13,Alamein,Saturday,Saturday,2023-24,1270
2024-04-14,Alamein,Sunday,Sunday,2023-24,740
2024-04-15,Alamein,Monday,Normal Weekday,2023-24,13840
2024-04-16,Alamein,Tuesday,Normal Weekday,2023-24,17240
2024-04-17,Alamein,Wednesday,Normal Weekday,2023-24,17110
2024-04-18,Alamein,Thursday,Normal Weekday,2023-24,17920
2024-04-19,Alamein,Friday,Normal Weekday,2023-24,13640
2024-04-20,Alamein,Saturday,Saturday,2023-24,1030
2024-04-21,Alamein,Sunday,Sunday,2023-24,610
2024-04-22,Alamein,Monday,Normal Weekday,2023-24,14410
2024-04-23,Alamein,Tuesday,Normal Weekday,2023-24,18460
2024-04-24,Alamein,Wednesday,Normal Weekday,2023-24,18020
2024-04-25,Alamein,Thursday,Public Holiday,2023-24,1160
2024-04-26,Alamein,Friday,Normal Weekday,2023-24,10770
2024-04-27,Alamein,Saturday,Saturday,2023-24,1480
2024-04-28,Alamein,Sunday,Sunday,2023-24,880
2024-04-29,Alamein,Monday,Normal Weekday,2023-24,14580
2024-04-30,Alamein,Tuesday,Normal Weekday,2023-24,17380
2024-05-01,Alamein,Wednesday,Normal Weekday,2023-24,17570
2024-05-02,Alamein,Thursday,Normal Weekday,2023-24,16970
2024-05-03,Alamein,Friday,Normal Weekday,2023-24,14270
2024-05-06,Alamein,Monday,Normal Weekday,2023-24,14270
2024-05-07,Alamein,Tuesday,Normal Weekday,2023-24,16750
2024-05-08,Alamein,Wednesday,Normal Weekday,2023-24,16470
2024-05-09,Alamein,Thursday,Normal Weekday,2023-24,17950
2024-05-10,Alamein,Friday,Normal Weekday,2023-24,12620
2024-05-11,Alamein,Saturday,Saturday,2023-24,1300
2024-05-12,Alamein,Sunday,Sunday,2023-24,650
2024-05-13,Alamein,Monday,Normal Weekday,2023-24,14210
2024-05-14,Alamein,Tuesday,Normal Weekday,2023-24,16990
2024-05-15,Alamein,Wednesday,Normal Weekday,2023-24,15710
2024-05-16,Alamein,Thursday,Normal Weekday,2023-24,16540
2024-05-17,Alamein,Friday,Normal Weekday,2023-24,12830
2024-05-18,Alamein,Saturday,Saturday,2023-24,1140
2024-05-19,Alamein,Sunday,Sunday,2023-24,670
2024-05-20,Alamein,Monday,Normal Weekday,2023-24,14280
2024-05-21,Alamein,Tuesday,Normal Weekday,2023-24,16860
2024-05-22,Alamein,Wednesday,Normal Weekday,2023-24,16290
2024-05-23,Alamein,Thursday,Normal Weekday,2023-24,16590
2024-05-24,Alamein,Friday,Normal Weekday,2023-24,13500
2024-05-25,Alamein,Saturday,Saturday,2023-24,1220
2024-05-26,Alamein,Sunday,Sunday,2023-24,950
2024-05-27,Alamein,Monday,Normal Weekday,2023-24,12910
2024-05-28,Alamein,Tuesday,Normal Weekday,2023-24,15860
2024-05-29,Alamein,Wednesday,Normal Weekday,2023-24,14820
2024-05-30,Alamein,Thursday,Normal Weekday,2023-24,14740
2024-05-31,Alamein,Friday,Normal Weekday,2023-24,13750
2024-06-01,Alamein,Saturday,Saturday,2023-24,1190
2024-06-02,Alamein,Sunday,Sunday,2023-24,700
2024-06-03,Alamein,Monday,Normal Weekday,2023-24,12710
2024-06-04,Alamein,Tuesday,Normal Weekday,2023-24,16070
2024-06-05,Alamein,Wednesday,Normal Weekday,2023-24,13870
2024-06-06,Alamein,Thursday,Normal Weekday,2023-24,15340
2024-06-07,Alamein,Friday,Normal Weekday,2023-24,12050
2024-06-08,Alamein,Saturday,Saturday,2023-24,940
2024-06-09,Alamein,Sunday,Sunday,2023-24,920
2024-06-10,Alamein,Monday,Public Holiday,2023-24,1000
2024-06-11,Alamein,Tuesday,Normal Weekday,2023-24,13690
2024-06-12,Alamein,Wednesday,Normal Weekday,2023-24,14190
2024-06-13,Alamein,Thursday,Normal Weekday,2023-24,15110
2024-06-14,Alamein,Friday,Normal Weekday,2023-24,12100
2024-06-15,Alamein,Saturday,Saturday,2023-24,1490
2024-06-16,Alamein,Sunday,Sunday,2023-24,630
2024-06-17,Alamein,Monday,Normal Weekday,2023-24,12560
2024-06-18,Alamein,Tuesday,Normal Weekday,2023-24,14970
2024-06-19,Alamein,Wednesday,Normal Weekday,2023-24,14610
2024-06-20,Alamein,Thursday,Normal Weekday,2023-24,14410
2024-06-21,Alamein,Friday,Normal Weekday,2023-24,12440
2024-06-22,Alamein,Saturday,Saturday,2023-24,1310
2024-06-23,Alamein,Sunday,Sunday,2023-24,960
2024-06-24,Alamein,Monday,Normal Weekday,2023-24,12230
2024-06-25,Alamein,Tuesday,Normal Weekday,2023-24,15160
2024-06-26,Alamein,Wednesday,Normal Weekday,2023-24,15070
2024-06-27,Alamein,Thursday,Normal Weekday,2023-24,14370
2024-06-28,Alamein,Friday,Normal Weekday,2023-24,11450
2024-06-29,Alamein,Saturday,Saturday,2023-24,760
2024-06-30,Alamein,Sunday,Sunday,2023-24,970
2018-07-01,Sandringham,Sunday,Sunday,2018-19,36400
2018-07-02,Sandringham,Monday,School Holiday,2018-19,53330
2018-07-03,Sandringham,Tuesday,School Holiday,2018-19,54490
2018-07-04,Sandringham,Wednesday,School Holiday,2018-19,54190
2018-07-05,Sandringham,Thursday,School Holiday,2018-19,49170
2018-07-06,Sandringham,Friday,School Holiday,2018-19,55240
2018-07-07,Sandringham,Saturday,Saturday,2018-19,3140
2018-07-08,Sandringham,Sunday,Sunday,2018-19,3450
2018-07-09,Sandringham,Monday,School Holiday,2018-19,51430
2018-07-10,Sandringham,Tuesday,School Holiday,2018-19,54970
2018-07-11,Sandringham,Wednesday,School Holiday,2018-19,54810
2018-07-12,Sandringham,Thursday,School Holiday,2018-19,55520
2018-07-13,Sandringham,Friday,School Holiday,2018-19,54160
2018-07-14,Sandringham,Saturday,Saturday,2018-19,3990
2018-07-15,Sandringham,Sunday,Sunday,2018-19,3610
2018-07-16,Sandringham,Monday,Normal Weekday,2018-19,54550
2018-07-17,Sandringham,Tuesday,Normal Weekday,2018-19,58410
2018-07-18,Sandringham,Wednesday,Normal Weekday,2018-19,59880
2018-07-19,Sandringham,Thursday,Normal Weekday,2018-19,59820
2018-07-20,Sandringham,Friday,Normal Weekday,2018-19,63550
2018-07-21,Sandringham,Saturday,Saturday,2018-19,40560
2018-07-22,Sandringham,Sunday,Sunday,2018-19,30000
2018-07-23,Sandringham,Monday,Normal Weekday,2018-19,57140
2018-07-24,Sandringham,Tuesday,Normal Weekday,2018-19,59230
2018-07-25,Sandringham,Wednesday,Normal Weekday,2018-19,62050
2018-07-26,Sandringham,Thursday,Normal Weekday,2018-19,63090
2018-07-27,Sandringham,Friday,Normal Weekday,2018-19,65220
2018-07-28,Sandringham,Saturday,Saturday,2018-19,39810
2018-07-29,Sandringham,Sunday,Sunday,2018-19,21360
2018-07-30,Sandringham,Monday,Normal Weekday,2018-19,56030
2018-07-31,Sandringham,Tuesday,Normal Weekday,2018-19,60900
2018-08-01,Sandringham,Wednesday,Normal Weekday,2018-19,62190
2018-08-02,Sandringham,Thursday,Normal Weekday,2018-19,63090
2018-08-03,Sandringham,Friday,Normal Weekday,2018-19,70100
2018-08-04,Sandringham,Saturday,Saturday,2018-19,45950
2018-08-05,Sandringham,Sunday,Sunday,2018-19,32440
2018-08-06,Sandringham,Monday,Normal Weekday,2018-19,58050
2018-08-07,Sandringham,Tuesday,Normal Weekday,2018-19,61160
2018-08-08,Sandringham,Wednesday,Normal Weekday,2018-19,61120
2018-08-09,Sandringham,Thursday,Normal Weekday,2018-19,60910
2018-08-10,Sandringham,Friday,Normal Weekday,2018-19,65460
2018-08-11,Sandringham,Saturday,Saturday,2018-19,42790
2018-08-12,Sandringham,Sunday,Sunday,2018-19,41700
2018-08-13,Sandringham,Monday,Normal Weekday,2018-19,58460
2018-08-14,Sandringham,Tuesday,Normal Weekday,2018-19,62540
2018-08-15,Sandringham,Wednesday,Normal Weekday,2018-19,60490
2018-08-16,Sandringham,Thursday,Normal Weekday,2018-19,61250
2018-08-17,Sandringham,Friday,Normal Weekday,2018-19,71300
2018-08-18,Sandringham,Saturday,Saturday,2018-19,4230
2018-08-19,Sandringham,Sunday,Sunday,2018-19,2110
2018-08-20,Sandringham,Monday,Normal Weekday,2018-19,54890
2018-08-21,Sandringham,Tuesday,Normal Weekday,2018-19,59680
2018-08-22,Sandringham,Wednesday,Normal Weekday,2018-19,60410
2018-08-23,Sandringham,Thursday,Normal Weekday,2018-19,61490
2018-08-24,Sandringham,Friday,Normal Weekday,2018-19,60600
2018-08-25,Sandringham,Saturday,Saturday,2018-19,42510
2018-08-26,Sandringham,Sunday,Sunday,2018-19,33640
2018-08-27,Sandringham,Monday,Normal Weekday,2018-19,53440
2018-08-28,Sandringham,Tuesday,Normal Weekday,2018-19,58620
2018-08-29,Sandringham,Wednesday,Normal Weekday,2018-19,61380
2018-08-30,Sandringham,Thursday,Normal Weekday,2018-19,59340
2018-08-31,Sandringham,Friday,Normal Weekday,2018-19,65120
2018-09-01,Sandringham,Saturday,Saturday,2018-19,38580
2018-09-02,Sandringham,Sunday,Sunday,2018-19,24210
2018-09-03,Sandringham,Monday,Normal Weekday,2018-19,62850
2018-09-04,Sandringham,Tuesday,Normal Weekday,2018-19,61270
2018-09-05,Sandringham,Wednesday,Normal Weekday,2018-19,61180
2018-09-06,Sandringham,Thursday,Normal Weekday,2018-19,70620
2018-09-07,Sandringham,Friday,Normal Weekday,2018-19,74760
2018-09-08,Sandringham,Saturday,Saturday,2018-19,37310
2018-09-09,Sandringham,Sunday,Sunday,2018-19,23680
2018-09-10,Sandringham,Monday,Normal Weekday,2018-19,56080
2018-09-11,Sandringham,Tuesday,Normal Weekday,2018-19,59460
2018-09-12,Sandringham,Wednesday,Normal Weekday,2018-19,61980
2018-09-13,Sandringham,Thursday,Normal Weekday,2018-19,61140
2018-09-14,Sandringham,Friday,Normal Weekday,2018-19,72260
2018-09-15,Sandringham,Saturday,Saturday,2018-19,32350
2018-09-16,Sandringham,Sunday,Sunday,2018-19,21400
2018-09-17,Sandringham,Monday,Normal Weekday,2018-19,55860
2018-09-18,Sandringham,Tuesday,Normal Weekday,2018-19,58380
2018-09-19,Sandringham,Wednesday,Normal Weekday,2018-19,58150
2018-09-20,Sandringham,Thursday,Normal Weekday,2018-19,60190
2018-09-21,Sandringham,Friday,Normal Weekday,2018-19,74990
2018-09-22,Sandringham,Saturday,Saturday,2018-19,38000
2018-09-23,Sandringham,Sunday,Sunday,2018-19,25620
2018-09-24,Sandringham,Monday,School Holiday,2018-19,53120
2018-09-25,Sandringham,Tuesday,School Holiday,2018-19,56610
2018-09-26,Sandringham,Wednesday,School Holiday,2018-19,59410
2018-09-27,Sandringham,Thursday,School Holiday,2018-19,61600
2018-09-28,Sandringham,Friday,Public Holiday,2018-19,34740
2018-09-29,Sandringham,Saturday,Saturday,2018-19,44200
2018-09-30,Sandringham,Sunday,Sunday,2018-19,25890
2018-10-01,Sandringham,Monday,School Holiday,2018-19,54500
2018-10-02,Sandringham,Tuesday,School Holiday,2018-19,57850
2018-10-03,Sandringham,Wednesday,School Holiday,2018-19,58460
2018-10-04,Sandringham,Thursday,School Holiday,2018-19,57790
2018-10-05,Sandringham,Friday,School Holiday,2018-19,61280
2018-10-06,Sandringham,Saturday,Saturday,2018-19,41630
2018-10-07,Sandringham,Sunday,Sunday,2018-19,25050
2018-10-08,Sandringham,Monday,Normal Weekday,2018-19,57780
2018-10-09,Sandringham,Tuesday,Normal Weekday,2018-19,59980
2018-10-10,Sandringham,Wednesday,Normal Weekday,2018-19,62250
2018-10-11,Sandringham,Thursday,Normal Weekday,2018-19,63210
2018-10-12,Sandringham,Friday,Normal Weekday,2018-19,66190
2018-10-13,Sandringham,Saturday,Saturday,2018-19,33380
2018-10-14,Sandringham,Sunday,Sunday,2018-19,31290
2018-10-15,Sandringham,Monday,Normal Weekday,2018-19,58880
2018-10-16,Sandringham,Tuesday,Normal Weekday,2018-19,60430
2018-10-17,Sandringham,Wednesday,Normal Weekday,2018-19,61070
2018-10-18,Sandringham,Thursday,Normal Weekday,2018-19,63620
2018-10-19,Sandringham,Friday,Normal Weekday,2018-19,65980
2018-10-20,Sandringham,Saturday,Saturday,2018-19,38890
2018-10-21,Sandringham,Sunday,Sunday,2018-19,29860
2018-10-22,Sandringham,Monday,Normal Weekday,2018-19,60820
2018-10-23,Sandringham,Tuesday,Normal Weekday,2018-19,62290
2018-10-24,Sandringham,Wednesday,Normal Weekday,2018-19,63590
2018-10-25,Sandringham,Thursday,Normal Weekday,2018-19,62700
2018-10-26,Sandringham,Friday,Normal Weekday,2018-19,73390
2018-10-27,Sandringham,Saturday,Saturday,2018-19,62040
2018-10-28,Sandringham,Sunday,Sunday,2018-19,49850
2018-10-29,Sandringham,Monday,Normal Weekday,2018-19,59580
2018-10-30,Sandringham,Tuesday,Normal Weekday,2018-19,61320
2018-10-31,Sandringham,Wednesday,Normal Weekday,2018-19,61750
2018-11-01,Sandringham,Thursday,Normal Weekday,2018-19,63150
2018-11-02,Sandringham,Friday,Normal Weekday,2018-19,62830
2018-11-03,Sandringham,Saturday,Saturday,2018-19,34430
2018-11-04,Sandringham,Sunday,Sunday,2018-19,27540
2018-11-05,Sandringham,Monday,Normal Weekday,2018-19,45900
2018-11-06,Sandringham,Tuesday,Public Holiday,2018-19,17350
2018-11-07,Sandringham,Wednesday,Normal Weekday,2018-19,60820
2018-11-08,Sandringham,Thursday,Normal Weekday,2018-19,65680
2018-11-09,Sandringham,Friday,Normal Weekday,2018-19,65500
2018-11-10,Sandringham,Saturday,Saturday,2018-19,39160
2018-11-11,Sandringham,Sunday,Sunday,2018-19,30970
2018-11-12,Sandringham,Monday,Normal Weekday,2018-19,64710
2018-11-13,Sandringham,Tuesday,Normal Weekday,2018-19,62370
2018-11-14,Sandringham,Wednesday,Normal Weekday,2018-19,62790
2018-11-15,Sandringham,Thursday,Normal Weekday,2018-19,65270
2018-11-16,Sandringham,Friday,Normal Weekday,2018-19,67050
2018-11-17,Sandringham,Saturday,Saturday,2018-19,40730
2018-11-18,Sandringham,Sunday,Sunday,2018-19,35790
2018-11-19,Sandringham,Monday,Normal Weekday,2018-19,63470
2018-11-20,Sandringham,Tuesday,Normal Weekday,2018-19,61190
2018-11-21,Sandringham,Wednesday,Normal Weekday,2018-19,63540
2018-11-22,Sandringham,Thursday,Normal Weekday,2018-19,63170
2018-11-23,Sandringham,Friday,Normal Weekday,2018-19,65630
2018-11-24,Sandringham,Saturday,Saturday,2018-19,14840
2018-11-25,Sandringham,Sunday,Sunday,2018-19,24350
2018-11-26,Sandringham,Monday,Normal Weekday,2018-19,56940
2018-11-27,Sandringham,Tuesday,Normal Weekday,2018-19,61650
2018-11-28,Sandringham,Wednesday,Normal Weekday,2018-19,61240
2018-11-29,Sandringham,Thursday,Normal Weekday,2018-19,63130
2018-11-30,Sandringham,Friday,Normal Weekday,2018-19,64460
2018-12-01,Sandringham,Saturday,Saturday,2018-19,8580
2018-12-02,Sandringham,Sunday,Sunday,2018-19,4910
2018-12-03,Sandringham,Monday,Normal Weekday,2018-19,57780
2018-12-04,Sandringham,Tuesday,Normal Weekday,2018-19,61630
2018-12-05,Sandringham,Wednesday,Normal Weekday,2018-19,63680
2018-12-06,Sandringham,Thursday,Normal Weekday,2018-19,66650
2018-12-07,Sandringham,Friday,Normal Weekday,2018-19,63180
2018-12-08,Sandringham,Saturday,Saturday,2018-19,37150
2018-12-09,Sandringham,Sunday,Sunday,2018-19,27060
2018-12-10,Sandringham,Monday,Normal Weekday,2018-19,57810
2018-12-11,Sandringham,Tuesday,Normal Weekday,2018-19,60360
2018-12-12,Sandringham,Wednesday,Normal Weekday,2018-19,58420
2018-12-13,Sandringham,Thursday,Normal Weekday,2018-19,54660
2018-12-14,Sandringham,Friday,Normal Weekday,2018-19,58280
2018-12-15,Sandringham,Saturday,Saturday,2018-19,42600
2018-12-16,Sandringham,Sunday,Sunday,2018-19,31870
2018-12-17,Sandringham,Monday,Normal Weekday,2018-19,58130
2018-12-18,Sandringham,Tuesday,Normal Weekday,2018-19,59120
2018-12-19,Sandringham,Wednesday,Normal Weekday,2018-19,58780
2018-12-20,Sandringham,Thursday,Normal Weekday,2018-19,59740
2018-12-21,Sandringham,Friday,Normal Weekday,2018-19,55090
2018-12-22,Sandringham,Saturday,Saturday,2018-19,29220
2018-12-23,Sandringham,Sunday,Sunday,2018-19,25080
2018-12-24,Sandringham,Monday,School Holiday,2018-19,27290
2018-12-25,Sandringham,Tuesday,Public Holiday,2018-19,6300
2018-12-26,Sandringham,Wednesday,Public Holiday,2018-19,38650
2018-12-27,Sandringham,Thursday,School Holiday,2018-19,31050
2018-12-28,Sandringham,Friday,School Holiday,2018-19,33810
2018-12-29,Sandringham,Saturday,Saturday,2018-19,28470
2018-12-30,Sandringham,Sunday,Sunday,2018-19,24700
2018-12-31,Sandringham,Monday,School Holiday,2018-19,24130
2019-01-01,Sandringham,Tuesday,Public Holiday,2018-19,24690
2019-01-02,Sandringham,Wednesday,School Holiday,2018-19,5670
2019-01-03,Sandringham,Thursday,School Holiday,2018-19,6140
2019-01-04,Sandringham,Friday,School Holiday,2018-19,4540
2019-01-05,Sandringham,Saturday,Saturday,2018-19,3990
2019-01-06,Sandringham,Sunday,Sunday,2018-19,12160
