rank,mark,athlete,country,date_of_birth,race_position,venue,result_date,mark_seconds,result_year,decade,age_at_race
3479,4:04.59,Maureen Koster,NED,1992-03-07,4,Hengelo,2024-07-07,244.59,2024,2020,32.33401779603012
3479,4:04.59,Sinclaire Johnson,USA,1998-04-13,2h1,Tokyo,2025-09-13,244.59,2025,2020,27.419575633127995
3479,4:04.59,Riley Chamberlain,USA,2004-07-21,1r1,Westwood,2026-05-23,244.59,2026,2020,21.83709787816564
3479,4:04.59,Claire Stegall,USA,2007-06-05,1,Eugene,2026-06-19,244.59,2026,2020,19.039014373716633
3491,4:04.6,Karin Krebs,GDR,1943-08-18,1,Potsdam,1973-09-01,244.6,1973,1970,30.039698836413415
3491,4:04.6,Lyubov Smolka,UKR,1952-11-29,8,Moskva,1979-07-29,244.6,1979,1970,26.661190965092402
3491,4:04.6,Nina Yapeyeva,RUS,1956-01-03,1,Leningrad,1980-08-14,244.6,1980,1980,24.61327857631759
3491,4:04.60,Cornelia Bürki,SUI,1953-10-03,8,Praha,1978-09-03,244.6,1978,1970,24.917180013689254
3491,4:04.60,Tatyana Dorovskikh,UKR,1961-08-12,12,Kyiv,1984-06-24,244.6,1984,1980,22.86652977412731
3491,4:04.60,Yelena Romanova,RUS,1963-03-20,2,Bucuresti,1986-06-14,244.6,1986,1980,23.236139630390145
3491,4:04.60,Lyubov Kremlyova,RUS,1961-12-21,5,Kyiv,1990-07-07,244.6,1990,1990,28.542094455852155
3491,4:04.60,Anna Brzezinska,POL,1971-01-09,2,Rieti,1996-09-01,244.6,1996,1990,25.645448323066393
3491,4:04.60,Sarah Jamieson,AUS,1975-03-24,4,Oslo,2007-06-15,244.6,2007,2000,32.22724161533196
3491,4:04.60,Katie Mackey,USA,1987-11-12,1rA,Eagle Rock,2013-05-17,244.6,2013,2010,25.51129363449692
3491,4:04.60,Rachel Schneider,USA,1991-07-18,4rA,Portland,2021-05-29,244.6,2021,2020,29.864476386036962
3491,4:04.60,Konstanze Klosterhalfen,GER,1997-02-18,4,Montreuil,2022-06-02,244.6,2022,2020,25.284052019164957
3503,4:04.61,Raisa Smekhnova,BLR,1950-09-16,2,College Park,1976-08-06,244.61,1976,1970,25.88911704312115
3503,4:04.61,Lidia Chojecka,POL,1977-01-25,5,Berlin,2001-08-31,244.61,2001,2000,24.5968514715948
3503,4:04.61,Natalya Yevdokimova,RUS,1978-03-17,2,Rieti,2003-09-07,244.61,2003,2000,25.475701574264203
3503,4:04.61,Maria Martins,FRA,1974-04-01,7,Saint-Denis,2004-07-23,244.61,2004,2000,30.310746064339494
3503,4:04.61,Yelena Zadorozhnaya,RUS,1977-12-03,3,Berlin,2004-09-12,244.61,2004,2000,26.77618069815195
3503,4:04.61,Mestawet Tadesse,ETH,1985-07-19,7,Eugene,2006-05-28,244.61,2006,2000,20.856947296372347
3503,4:04.61,Shannon Rowbury,USA,1984-09-19,9,Eugene,2017-05-27,244.61,2017,2010,32.68446269678302
3503,4:04.61,Taryn Rawlings,USA,1996-04-17,6r1,Oordegem,2025-08-09,244.61,2025,2020,29.311430527036276
3503,4:04.61,Águeda Marqués,ESP,1999-03-19,5,Ad-Dawhah,2026-06-19,244.61,2026,2020,27.252566735112936
3512,4:04.62,Sonia O'Sullivan,IRL,1969-11-28,6,Bruxelles,2000-08-25,244.62,2000,2000,30.740588637919235
3512,4:04.62,Iryna Lishchynska,UKR,1976-01-15,4,Lausanne,2002-07-02,244.62,2002,2000,26.46132785763176
3512,4:04.62,Carla Sacramento,POR,1971-12-10,12,Roma,2002-07-12,244.62,2002,2000,30.587268993839835
3512,4:04.62,Iryna Lishchynska,UKR,1976-01-15,1,Oslo,2003-06-27,244.62,2003,2000,27.446954140999317
3512,4:04.62,Mary Cain,USA,1996-05-03,2rA,Eagle Rock,2013-05-17,244.62,2013,2010,17.037645448323065
3512,4:04.62,Axumawit Embaye,ETH,1994-10-18,4,Heusden-Zolder,2014-07-19,244.62,2014,2010,19.750855578370977
3512,4:04.62,Jenny Blundell,AUS,1994-05-09,4,Beijing,2016-05-18,244.62,2016,2010,22.026009582477755
3512,4:04.62A,Winny Chebet,KEN,1990-12-20,2,Nairobi,2021-06-17,244.62,2021,2020,30.491444216290212
3512,4:04.62,Hanna Klein,GER,1993-04-06,8s1,Eugene,2022-07-16,244.62,2022,2020,29.27583846680356
3521,4:04.63,Margarita Marusova,RUS,1967-11-25,7,Sankt Peterburg,1996-07-04,244.63,1996,1990,28.607802874743328
3521,4:04.63,Regina Jacobs,USA,1963-08-28,2,Athínai,1997-08-05,244.63,1997,1990,33.93839835728953
3521,4:04.63,Gelete Burka,ETH,1986-01-23,1,Eugene,2011-06-04,244.63,2011,2010,25.360711841204655
3521,4:04.63,Ibtissam Lakhouad,MAR,1980-12-07,9,Eugene,2013-06-01,244.63,2013,2010,32.48186173853525
3521,4:04.63,Stephanie Garcia,USA,1988-05-03,5,Heusden-Zolder,2017-07-22,244.63,2017,2010,29.218343600273784
3521,4:04.63A,Beatrice Chepkoech,KEN,1991-07-06,1,Nairobi,2018-02-17,244.63,2018,2010,26.62012320328542
3521,4:04.63,Ciara Mageean,IRL,1992-03-12,4,Berlin,2018-08-12,244.63,2018,2010,26.417522245037645
3521,4:04.63,Axumawit Embaye,ETH,1994-10-18,14,London,2019-07-20,244.63,2019,2010,24.752908966461327
3521,4:04.63,Cory Ann McGee,USA,1992-05-29,8,Zürich,2022-09-08,244.63,2022,2020,30.27789185489391
3530,4:04.64,Lyubov Gurina,RUS,1957-08-06,1,Noisy-le-Grand,1993-07-03,244.64,1993,1990,35.90691307323751
3530,4:04.64,Yelena Zadorozhnaya,RUS,1977-12-03,2,Glasgow,2001-07-01,244.64,2001,2000,23.575633127994525
3530,4:04.64,Adoración Garcia,ESP,1976-07-19,13,Roma,2002-07-12,244.64,2002,2000,25.97946611909651
3530,4:04.64,Nelya Neporadnaya,UKR,1985-07-29,7,Zürich,2003-08-15,244.64,2003,2000,18.04517453798768
3530,4:04.64,Tatyana Tomashova,RUS,1975-07-01,8,Athínai,2005-06-14,244.64,2005,2000,29.95482546201232
3530,4:04.64,Nuria Fernández,ESP,1976-08-16,6,Barcelona,2011-07-22,244.64,2011,2010,34.92950034223135
3530,4:04.64,Nelly Jepkosgei,BRN,1991-07-14,7,Paris,2017-07-01,244.64,2017,2010,25.965776865160848
3530,4:04.64,Kate Grace,USA,1988-10-24,8,Birmingham,2018-08-18,244.64,2018,2010,29.815195071868583
3530,4:04.64,Sintayehu Vissa,ITA,1996-07-29,4rA,Castellón,2022-06-16,244.64,2022,2020,25.880903490759753
3530,4:04.64A,Brenda Chebet,KEN,2004-03-06,2,Cali,2022-08-06,244.64,2022,2020,18.417522245037645
3530,4:04.64,Josette Andrews,USA,1995-12-15,1rA,Huizingen,2023-08-12,244.64,2023,2020,27.65776865160849
3530,4:04.64,Jolanda Kallabis,GER,2005-02-18,7r1,Oordegem,2025-08-09,244.64,2025,2020,20.470910335386723
3530,4:04.64,Ludovica Cavalli,ITA,2000-12-20,5,Bydgoszcz,2026-05-29,244.64,2026,2020,25.437371663244353
3543,4:04.65,Brigitte Kraus,FRG,1956-08-12,1,Hengelo,1986-06-27,244.65,1986,1980,29.872689938398356
